3,1,163,293,335,139,1.0,-1,-1,-1
3,2,845,179,58,50,1.0,-1,-1,-1
3,3,580,113,49,34,1.0,-1,-1,-1
3,4,757,216,175,112,1.0,-1,-1,-1
3,6,665,81,59,42,1.0,-1,-1,-1
3,7,601,146,69,63,1.0,-1,-1,-1
3,8,530,81,41,35,1.0,-1,-1,-1
4,1,211,292,333,138,1.0,-1,-1,-1
4,2,845,176,52,44,1.0,-1,-1,-1
4,3,582,114,48,34,1.0,-1,-1,-1
4,4,775,214,167,108,1.0,-1,-1,-1
4,6,662,81,56,40,1.0,-1,-1,-1
4,7,601,147,68,65,1.0,-1,-1,-1
4,8,532,81,43,36,1.0,-1,-1,-1
5,1,258,292,326,136,1.0,-1,-1,-1
5,2,845,174,48,40,1.0,-1,-1,-1
5,3,583,115,50,35,1.0,-1,-1,-1
5,4,788,208,165,108,1.0,-1,-1,-1
5,6,658,80,56,40,1.0,-1,-1,-1
5,7,600,149,69,65,1.0,-1,-1,-1
5,8,534,81,43,36,1.0,-1,-1,-1
6,1,302,289,324,135,1.0,-1,-1,-1
6,2,837,171,59,49,1.0,-1,-1,-1
6,3,584,116,51,35,1.0,-1,-1,-1
6,4,801,205,160,104,1.0,-1,-1,-1
6,6,655,79,55,39,1.0,-1,-1,-1
6,7,598,151,70,65,1.0,-1,-1,-1
6,8,535,81,44,37,1.0,-1,-1,-1
7,1,346,287,322,134,1.0,-1,-1,-1
7,2,834,167,59,48,1.0,-1,-1,-1
7,3,586,117,50,35,1.0,-1,-1,-1
7,4,815,203,150,100,1.0,-1,-1,-1
7,6,652,78,55,39,1.0,-1,-1,-1
7,7,597,152,70,66,1.0,-1,-1,-1
7,8,536,81,45,38,1.0,-1,-1,-1
8,1,387,285,318,133,1.0,-1,-1,-1
8,2,831,165,58,46,1.0,-1,-1,-1
8,3,587,118,51,36,1.0,-1,-1,-1
8,4,825,200,143,96,1.0,-1,-1,-1
8,6,649,77,54,39,1.0,-1,-1,-1
8,7,595,154,71,66,1.0,-1,-1,-1
8,8,538,81,45,38,1.0,-1,-1,-1
9,1,427,284,312,131,1.0,-1,-1,-1
9,2,826,162,57,45,1.0,-1,-1,-1
9,3,588,119,52,37,1.0,-1,-1,-1
9,4,832,196,140,95,1.0,-1,-1,-1
9,6,647,77,53,38,1.0,-1,-1,-1
9,7,592,155,73,68,1.0,-1,-1,-1
9,8,539,82,46,38,1.0,-1,-1,-1
10,1,467,281,310,130,1.0,-1,-1,-1
10,2,820,159,58,46,1.0,-1,-1,-1
10,3,589,120,52,37,1.0,-1,-1,-1
10,4,840,193,134,93,1.0,-1,-1,-1
10,6,644,76,52,37,1.0,-1,-1,-1
10,7,589,157,74,69,1.0,-1,-1,-1
10,8,540,82,47,38,1.0,-1,-1,-1
11,1,507,281,299,125,1.0,-1,-1,-1
11,2,817,157,58,45,1.0,-1,-1,-1
11,3,590,121,53,38,1.0,-1,-1,-1
11,4,845,190,128,91,1.0,-1,-1,-1
11,6,641,75,52,37,1.0,-1,-1,-1
11,7,586,159,75,70,1.0,-1,-1,-1
11,8,542,82,46,39,1.0,-1,-1,-1
12,1,543,279,293,123,1.0,-1,-1,-1
12,2,813,154,57,45,1.0,-1,-1,-1
12,3,591,123,54,38,1.0,-1,-1,-1
12,4,848,185,124,91,1.0,-1,-1,-1
12,6,638,74,51,37,1.0,-1,-1,-1
12,7,584,161,75,70,1.0,-1,-1,-1
12,8,549,87,44,38,1.0,-1,-1,-1
13,1,577,275,289,123,1.0,-1,-1,-1
13,2,809,152,56,43,1.0,-1,-1,-1
13,3,593,124,53,38,1.0,-1,-1,-1
13,4,852,182,118,88,1.0,-1,-1,-1
13,6,635,73,51,37,1.0,-1,-1,-1
13,7,580,162,77,71,1.0,-1,-1,-1
13,8,550,88,45,37,1.0,-1,-1,-1
14,1,607,272,286,123,1.0,-1,-1,-1
14,2,804,150,56,42,1.0,-1,-1,-1
14,3,593,125,55,40,1.0,-1,-1,-1
14,4,859,179,115,86,1.0,-1,-1,-1
14,6,632,72,50,36,1.0,-1,-1,-1
14,7,576,164,79,72,1.0,-1,-1,-1
14,8,552,89,45,38,1.0,-1,-1,-1
15,1,637,269,281,122,1.0,-1,-1,-1
15,2,800,147,55,42,1.0,-1,-1,-1
15,3,595,126,54,40,1.0,-1,-1,-1
15,4,866,176,112,84,1.0,-1,-1,-1
15,6,630,72,49,35,1.0,-1,-1,-1
15,7,571,164,83,76,1.0,-1,-1,-1
15,8,554,90,45,38,1.0,-1,-1,-1
16,1,666,266,273,120,1.0,-1,-1,-1
16,2,796,145,55,41,1.0,-1,-1,-1
16,3,597,129,53,39,1.0,-1,-1,-1
16,4,873,172,109,82,1.0,-1,-1,-1
16,6,627,71,48,35,1.0,-1,-1,-1
16,7,567,167,83,75,1.0,-1,-1,-1
16,8,556,90,45,39,1.0,-1,-1,-1
17,1,695,263,265,117,1.0,-1,-1,-1
17,2,791,143,55,40,1.0,-1,-1,-1
17,3,598,130,53,39,1.0,-1,-1,-1
17,4,880,169,106,80,1.0,-1,-1,-1
17,6,624,70,48,34,1.0,-1,-1,-1
17,7,563,168,85,76,1.0,-1,-1,-1
17,8,558,91,45,39,1.0,-1,-1,-1
18,1,719,260,256,116,1.0,-1,-1,-1
18,2,786,140,55,40,1.0,-1,-1,-1
18,3,599,131,53,40,1.0,-1,-1,-1
18,4,856,169,87,82,1.0,-1,-1,-1
18,6,608,70,47,34,1.0,-1,-1,-1
18,7,557,170,88,77,1.0,-1,-1,-1
18,8,559,92,47,39,1.0,-1,-1,-1
19,1,742,256,247,114,1.0,-1,-1,-1
19,2,782,138,54,39,1.0,-1,-1,-1
19,3,601,134,51,38,1.0,-1,-1,-1
19,4,853,166,86,80,1.0,-1,-1,-1
19,6,605,70,46,32,1.0,-1,-1,-1
19,7,551,171,90,78,1.0,-1,-1,-1
19,8,560,92,48,40,1.0,-1,-1,-1
20,1,764,253,238,112,1.0,-1,-1,-1
20,2,778,136,54,39,1.0,-1,-1,-1
20,3,601,135,52,39,1.0,-1,-1,-1
20,4,850,162,85,79,1.0,-1,-1,-1
20,6,601,69,45,32,1.0,-1,-1,-1
20,7,545,173,91,78,1.0,-1,-1,-1
20,8,561,93,48,40,1.0,-1,-1,-1
21,1,785,251,227,109,1.0,-1,-1,-1
21,2,774,134,53,38,1.0,-1,-1,-1
21,3,602,137,52,39,1.0,-1,-1,-1
21,4,847,160,82,77,1.0,-1,-1,-1
21,6,597,68,45,32,1.0,-1,-1,-1
21,7,539,175,93,78,1.0,-1,-1,-1
21,8,564,95,46,39,1.0,-1,-1,-1
22,1,805,247,216,107,1.0,-1,-1,-1
22,2,770,132,52,38,1.0,-1,-1,-1
22,3,601,138,55,41,1.0,-1,-1,-1
22,4,843,158,81,74,1.0,-1,-1,-1
22,6,592,67,45,32,1.0,-1,-1,-1
22,7,532,176,97,79,1.0,-1,-1,-1
22,8,565,96,47,40,1.0,-1,-1,-1
23,1,821,244,209,105,1.0,-1,-1,-1
23,2,766,130,52,37,1.0,-1,-1,-1
23,3,602,139,55,42,1.0,-1,-1,-1
23,4,839,156,79,72,1.0,-1,-1,-1
23,6,588,67,45,32,1.0,-1,-1,-1
23,7,524,178,100,80,1.0,-1,-1,-1
23,8,567,97,47,40,1.0,-1,-1,-1
24,1,837,241,200,103,1.0,-1,-1,-1
24,2,762,128,51,36,1.0,-1,-1,-1
24,3,603,141,55,41,1.0,-1,-1,-1
24,4,834,151,80,73,1.0,-1,-1,-1
24,6,584,66,45,31,1.0,-1,-1,-1
24,7,517,179,103,81,1.0,-1,-1,-1
24,8,568,97,49,41,1.0,-1,-1,-1
25,1,852,238,190,100,1.0,-1,-1,-1
25,2,757,126,51,36,1.0,-1,-1,-1
25,3,604,142,54,42,1.0,-1,-1,-1
25,4,829,150,79,70,1.0,-1,-1,-1
25,6,580,66,45,31,1.0,-1,-1,-1
25,7,508,181,107,82,1.0,-1,-1,-1
25,8,569,97,50,43,1.0,-1,-1,-1
26,1,864,233,183,99,1.0,-1,-1,-1
26,2,753,124,50,35,1.0,-1,-1,-1
26,3,604,143,56,43,1.0,-1,-1,-1
26,4,825,148,78,69,1.0,-1,-1,-1
26,6,576,65,44,31,1.0,-1,-1,-1
26,7,499,182,112,84,1.0,-1,-1,-1
26,8,571,98,50,43,1.0,-1,-1,-1
27,1,875,230,174,97,1.0,-1,-1,-1
27,2,749,122,49,34,1.0,-1,-1,-1
27,3,604,144,57,44,1.0,-1,-1,-1
27,4,820,145,77,69,1.0,-1,-1,-1
27,6,572,64,44,31,1.0,-1,-1,-1
27,7,488,183,117,85,1.0,-1,-1,-1
27,8,572,99,50,43,1.0,-1,-1,-1
28,1,886,227,164,95,1.0,-1,-1,-1
28,2,744,120,50,34,1.0,-1,-1,-1
28,3,604,145,58,45,1.0,-1,-1,-1
28,4,814,143,77,67,1.0,-1,-1,-1
28,6,568,64,44,30,1.0,-1,-1,-1
28,7,479,184,119,86,1.0,-1,-1,-1
28,8,573,99,51,44,1.0,-1,-1,-1
29,1,895,224,155,93,1.0,-1,-1,-1
29,2,739,118,49,34,1.0,-1,-1,-1
29,3,604,146,59,46,1.0,-1,-1,-1
29,4,809,140,76,66,1.0,-1,-1,-1
29,6,563,62,44,31,1.0,-1,-1,-1
29,7,468,187,123,86,1.0,-1,-1,-1
29,8,575,102,49,42,1.0,-1,-1,-1
30,1,902,221,149,91,1.0,-1,-1,-1
30,2,735,116,49,34,1.0,-1,-1,-1
30,3,604,148,59,46,1.0,-1,-1,-1
30,4,804,138,75,64,1.0,-1,-1,-1
30,6,559,62,43,30,1.0,-1,-1,-1
30,7,458,188,126,87,1.0,-1,-1,-1
30,8,576,102,51,44,1.0,-1,-1,-1
31,1,909,219,141,88,1.0,-1,-1,-1
31,2,731,115,48,33,1.0,-1,-1,-1
31,3,603,149,60,47,1.0,-1,-1,-1
31,4,799,136,74,63,1.0,-1,-1,-1
31,6,555,61,43,30,1.0,-1,-1,-1
31,7,451,190,128,87,1.0,-1,-1,-1
31,8,577,103,52,45,1.0,-1,-1,-1
32,1,913,216,137,88,1.0,-1,-1,-1
32,2,726,113,48,33,1.0,-1,-1,-1
32,3,603,150,61,48,1.0,-1,-1,-1
32,4,794,134,74,62,1.0,-1,-1,-1
32,6,551,61,42,29,1.0,-1,-1,-1
32,7,445,191,129,89,1.0,-1,-1,-1
32,8,579,104,51,45,1.0,-1,-1,-1
33,1,917,212,129,87,1.0,-1,-1,-1
33,2,722,111,48,33,1.0,-1,-1,-1
33,3,604,152,60,48,1.0,-1,-1,-1
33,4,789,131,72,61,1.0,-1,-1,-1
33,6,547,60,42,29,1.0,-1,-1,-1
33,7,438,193,131,89,1.0,-1,-1,-1
33,8,580,106,51,44,1.0,-1,-1,-1
34,1,919,209,124,86,1.0,-1,-1,-1
34,2,719,110,46,32,1.0,-1,-1,-1
34,3,603,153,61,49,1.0,-1,-1,-1
34,4,785,130,71,59,1.0,-1,-1,-1
34,6,544,59,40,29,1.0,-1,-1,-1
34,7,432,194,131,90,1.0,-1,-1,-1
34,8,581,106,53,46,1.0,-1,-1,-1
34,9,46,409,166,213,1.0,-1,-1,-1
35,1,922,207,117,84,1.0,-1,-1,-1
35,2,715,108,46,32,1.0,-1,-1,-1
35,3,603,154,61,50,1.0,-1,-1,-1
35,4,780,128,71,58,1.0,-1,-1,-1
35,6,540,58,40,29,1.0,-1,-1,-1
35,7,425,196,133,91,1.0,-1,-1,-1
35,8,582,107,54,47,1.0,-1,-1,-1
35,9,73,413,178,220,1.0,-1,-1,-1
36,1,922,205,112,81,1.0,-1,-1,-1
36,2,711,107,45,30,1.0,-1,-1,-1
36,3,602,155,62,50,1.0,-1,-1,-1
36,4,776,126,69,57,1.0,-1,-1,-1
36,6,536,59,40,28,1.0,-1,-1,-1
36,7,367,195,183,93,1.0,-1,-1,-1
36,8,583,107,55,48,1.0,-1,-1,-1
36,9,101,418,193,227,1.0,-1,-1,-1
37,1,921,201,108,80,1.0,-1,-1,-1
37,2,707,106,44,30,1.0,-1,-1,-1
37,3,601,156,63,51,1.0,-1,-1,-1
37,4,771,124,70,57,1.0,-1,-1,-1
37,6,532,59,39,27,1.0,-1,-1,-1
37,7,354,196,186,95,1.0,-1,-1,-1
37,8,584,108,55,48,1.0,-1,-1,-1
37,9,133,427,209,228,1.0,-1,-1,-1
38,1,919,198,105,79,1.0,-1,-1,-1
38,2,702,104,44,30,1.0,-1,-1,-1
38,3,601,158,62,50,1.0,-1,-1,-1
38,4,767,121,69,57,1.0,-1,-1,-1
38,6,527,58,39,27,1.0,-1,-1,-1
38,7,340,198,186,94,1.0,-1,-1,-1
38,8,584,109,56,49,1.0,-1,-1,-1
